node,prompt,classname,level,classidx,isleaf
n04399382,a photo of a teddy bear.,teddy bear,4,850,1
n04404412,a photo of a television.,television,4,851,1
n04409515,a photo of a tennis ball.,tennis ball,4,852,1
n04417672,a photo of a thatched roof.,thatched roof,4,853,1
n04418357,a photo of a front curtain.,front curtain,4,854,1
n04423845,a photo of a thimble.,thimble,4,855,1
n04428191,a photo of a threshing machine.,threshing machine,4,856,1
n04429376,a photo of a throne.,throne,4,857,1
n04435653,a photo of a tile roof.,tile roof,4,858,1
n04442312,a photo of a toaster.,toaster,4,859,1
n04443257,a photo of a tobacco shop.,tobacco shop,4,860,1
n04447861,a photo of a toilet seat.,toilet seat,4,861,1
n04456115,a photo of a torch.,torch,4,862,1
n04458633,a photo of a totem pole.,totem pole,4,863,1
n04461696,a photo of a tow truck.,tow truck,4,864,1
n04462240,a photo of a toy store.,toy store,4,865,1
n04465501,a photo of a tractor.,tractor,4,866,1
n04467665,a photo of a semi-trailer truck.,semi-trailer truck,4,867,1
n04476259,a photo of a tray.,tray,4,868,1
n04479046,a photo of a trench coat.,trench coat,4,869,1
n04482393,a photo of a tricycle.,tricycle,4,870,1
n04483307,a photo of a trimaran.,trimaran,4,871,1
n04485082,a photo of a tripod.,tripod,4,872,1
n04486054,a photo of a triumphal arch.,triumphal arch,4,873,1
n04487081,a photo of a trolleybus.,trolleybus,4,874,1
n04487394,a photo of a trombone.,trombone,4,875,1
n04493381,a photo of a hot tub.,hot tub,4,876,1
n04501370,a photo of a turnstile.,turnstile,4,877,1
n04505470,a photo of a typewriter keyboard.,typewriter keyboard,4,878,1
n04507155,a photo of a umbrella.,umbrella,4,879,1
n04509417,a photo of a unicycle.,unicycle,4,880,1
n04515003,a photo of a upright piano.,upright piano,4,881,1
n04517823,a photo of a vacuum cleaner.,vacuum cleaner,4,882,1
n04522168,a photo of a vase.,vase,4,883,1
n04523525,a photo of a vaulted or arched ceiling.,vaulted or arched ceiling,4,884,1
n04525038,a photo of a velvet fabric.,velvet fabric,4,885,1
n04525305,a photo of a vending machine.,vending machine,4,886,1
n04532106,a photo of a vestment.,vestment,4,887,1
n04532670,a photo of a viaduct.,viaduct,4,888,1
n04536866,a photo of a violin.,violin,4,889,1
n04540053,a photo of a volleyball.,volleyball,4,890,1
n04542943,a photo of a waffle iron.,waffle iron,4,891,1
n04548280,a photo of a wall clock.,wall clock,4,892,1
n04548362,a photo of a wallet.,wallet,4,893,1
n04550184,a photo of a wardrobe.,wardrobe,4,894,1
n04552348,a photo of a military aircraft.,military aircraft,4,895,1
n04553703,a photo of a sink.,sink,4,896,1
n04554684,a photo of a washing machine.,washing machine,4,897,1
n04557648,a photo of a water bottle.,water bottle,4,898,1
n04560804,a photo of a water jug.,water jug,4,899,1
n04562935,a photo of a water tower.,water tower,4,900,1
n04579145,a photo of a whiskey jug.,whiskey jug,4,901,1
n04579432,a photo of a whistle.,whistle,4,902,1
n04584207,a photo of a hair wig.,hair wig,4,903,1
n04589890,a photo of a window screen.,window screen,4,904,1
n04590129,a photo of a window shade.,window shade,4,905,1
n04591157,a photo of a Windsor tie.,Windsor tie,4,906,1
n04591713,a photo of a wine bottle.,wine bottle,4,907,1
n04592741,a photo of a airplane wing.,airplane wing,4,908,1
n04596742,a photo of a wok.,wok,4,909,1
n04597913,a photo of a wooden spoon.,wooden spoon,4,910,1
n04599235,a photo of a wool.,wool,4,911,1
n04604644,a photo of a split-rail fence.,split-rail fence,4,912,1
n04606251,a photo of a shipwreck.,shipwreck,4,913,1
n04612504,a photo of a sailboat.,sailboat,4,914,1
n04613696,a photo of a yurt.,yurt,4,915,1
n06359193,a photo of a website.,website,4,916,1
n06596364,a photo of a comic book.,comic book,4,917,1
n06785654,a photo of a crossword.,crossword,4,918,1
n06794110,a photo of a traffic or street sign.,traffic or street sign,4,919,1
n06874185,a photo of a traffic light.,traffic light,4,920,1
n07248320,a photo of a dust jacket.,dust jacket,4,921,1
n07565083,a photo of a menu.,menu,4,922,1
n07579787,a photo of a plate.,plate,4,923,1
n07583066,a photo of a guacamole.,guacamole,4,924,1
n07584110,a photo of a consomme.,consomme,4,925,1
n07590611,a photo of a hot pot.,hot pot,4,926,1
n07613480,a photo of a trifle.,trifle,4,927,1
n07614500,a photo of a ice cream.,ice cream,4,928,1
n07615774,a photo of a popsicle.,popsicle,4,929,1
n07684084,a photo of a baguette.,baguette,4,930,1
n07693725,a photo of a bagel.,bagel,4,931,1
n07695742,a photo of a pretzel.,pretzel,4,932,1
n07697313,a photo of a cheeseburger.,cheeseburger,4,933,1
n07697537,a photo of a hot dog.,hot dog,4,934,1
n07711569,a photo of a mashed potatoes.,mashed potatoes,4,935,1
n07714571,a photo of a cabbage.,cabbage,4,936,1
n07714990,a photo of a broccoli.,broccoli,4,937,1
n07715103,a photo of a cauliflower.,cauliflower,4,938,1
n07716358,a photo of a zucchini.,zucchini,4,939,1
n07716906,a photo of a spaghetti squash.,spaghetti squash,4,940,1
n07717410,a photo of a acorn squash.,acorn squash,4,941,1
n07717556,a photo of a butternut squash.,butternut squash,4,942,1
n07718472,a photo of a cucumber.,cucumber,4,943,1
n07718747,a photo of a artichoke.,artichoke,4,944,1
n07720875,a photo of a bell pepper.,bell pepper,4,945,1
n07730033,a photo of a cardoon.,cardoon,4,946,1
n07734744,a photo of a mushroom.,mushroom,4,947,1
n07742313,a photo of a Granny Smith apple.,Granny Smith apple,4,948,1
n07745940,a photo of a strawberry.,strawberry,4,949,1
n07747607,a photo of a orange.,orange,4,950,1
n07749582,a photo of a lemon.,lemon,4,951,1
n07753113,a photo of a fig.,fig,4,952,1
n07753275,a photo of a pineapple.,pineapple,4,953,1
n07753592,a photo of a banana.,banana,4,954,1
n07754684,a photo of a jackfruit.,jackfruit,4,955,1
n07760859,a photo of a cherimoya (custard apple).,cherimoya (custard apple),4,956,1
n07768694,a photo of a pomegranate.,pomegranate,4,957,1
n07802026,a photo of a hay.,hay,4,958,1
n07831146,a photo of a carbonara.,carbonara,4,959,1
n07836838,a photo of a chocolate syrup.,chocolate syrup,4,960,1
n07860988,a photo of a dough.,dough,4,961,1
n07871810,a photo of a meatloaf.,meatloaf,4,962,1
n07873807,a photo of a pizza.,pizza,4,963,1
n07875152,a photo of a pot pie.,pot pie,4,964,1
n07880968,a photo of a burrito.,burrito,4,965,1
n07892512,a photo of a red wine.,red wine,4,966,1
n07920052,a photo of a espresso.,espresso,4,967,1
n07930864,a photo of a tea cup.,tea cup,4,968,1
n07932039,a photo of a eggnog.,eggnog,4,969,1
n09193705,a photo of a mountain.,mountain,4,970,1
n09229709,a photo of a bubble.,bubble,4,971,1
n09246464,a photo of a cliff.,cliff,4,972,1
n09256479,a photo of a coral reef.,coral reef,4,973,1
n09288635,a photo of a geyser.,geyser,4,974,1
n09332890,a photo of a lakeshore.,lakeshore,4,975,1
n09399592,a photo of a promontory.,promontory,4,976,1
n09421951,a photo of a sandbar.,sandbar,4,977,1
n09428293,a photo of a beach.,beach,4,978,1
n09468604,a photo of a valley.,valley,4,979,1
n09472597,a photo of a volcano.,volcano,4,980,1
n09835506,a photo of a baseball player.,baseball player,4,981,1
n10148035,a photo of a bridegroom.,bridegroom,4,982,1
n10565667,a photo of a scuba diver.,scuba diver,4,983,1
n11879895,a photo of a rapeseed.,rapeseed,4,984,1
n11939491,a photo of a daisy.,daisy,4,985,1
n12057211,a photo of a yellow lady's slipper.,yellow lady's slipper,4,986,1
n12144580,a photo of a corn.,corn,4,987,1
n12267677,a photo of a acorn.,acorn,4,988,1
n12620546,a photo of a rose hip.,rose hip,4,989,1
n12768682,a photo of a horse chestnut seed.,horse chestnut seed,4,990,1
n12985857,a photo of a coral fungus.,coral fungus,4,991,1
n12998815,a photo of a agaric.,agaric,4,992,1
n13037406,a photo of a gyromitra.,gyromitra,4,993,1
n13040303,a photo of a stinkhorn mushroom.,stinkhorn mushroom,4,994,1
n13044778,a photo of a earth star fungus.,earth star fungus,4,995,1
n13052670,a photo of a hen of the woods mushroom.,hen of the woods mushroom,4,996,1
n13054560,a photo of a bolete.,bolete,4,997,1
n13133613,a photo of a corn cob.,corn cob,4,998,1
n15075141,a photo of a toilet paper.,toilet paper,4,999,1
