node,prompt,classname,level,classidx,isleaf
n04040759,a bad photo of  a radiator.,radiator,4,753,1
n04041544,a bad photo of  a radio.,radio,4,754,1
n04044716,a bad photo of  a radio telescope.,radio telescope,4,755,1
n04049303,a bad photo of  a rain barrel.,rain barrel,4,756,1
dummy90,a bad photo of  a recreational vehicle.,recreational vehicle,4,757,1
n04067472,a bad photo of  a fishing casting reel.,fishing casting reel,4,758,1
n04069434,a bad photo of  a reflex camera.,reflex camera,4,759,1
n04070727,a bad photo of  a refrigerator.,refrigerator,4,760,1
n04074963,a bad photo of  a remote control.,remote control,4,761,1
n04081281,a bad photo of  a restaurant.,restaurant,4,762,1
n04086273,a bad photo of  a revolver.,revolver,4,763,1
n04090263,a bad photo of  a rifle.,rifle,4,764,1
n04099969,a bad photo of  a rocking chair.,rocking chair,4,765,1
n04111531,a bad photo of  a rotisserie.,rotisserie,4,766,1
n04116512,a bad photo of  a eraser.,eraser,4,767,1
n04118538,a bad photo of  a rugby ball.,rugby ball,4,768,1
n04118776,a bad photo of  a ruler measuring stick.,ruler measuring stick,4,769,1
n04120489,a bad photo of  a sneaker.,sneaker,4,770,1
n04125021,a bad photo of  a safe.,safe,4,771,1
n04127249,a bad photo of  a safety pin.,safety pin,4,772,1
n04131690,a bad photo of  a salt shaker.,salt shaker,4,773,1
n04133789,a bad photo of  a sandal.,sandal,4,774,1
n04136333,a bad photo of  a sarong.,sarong,4,775,1
n04141076,a bad photo of  a saxophone.,saxophone,4,776,1
n04141327,a bad photo of  a scabbard.,scabbard,4,777,1
n04141975,a bad photo of  a weighing scale.,weighing scale,4,778,1
n04146614,a bad photo of  a school bus.,school bus,4,779,1
n04147183,a bad photo of  a schooner.,schooner,4,780,1
n04149813,a bad photo of  a scoreboard.,scoreboard,4,781,1
n04152593,a bad photo of  a CRT monitor.,CRT monitor,4,782,1
n04153751,a bad photo of  a screw.,screw,4,783,1
n04154565,a bad photo of  a screwdriver.,screwdriver,4,784,1
n04162706,a bad photo of  a seat belt.,seat belt,4,785,1
n04179913,a bad photo of  a sewing machine.,sewing machine,4,786,1
n04192698,a bad photo of  a shield.,shield,4,787,1
n04200800,a bad photo of  a shoe store.,shoe store,4,788,1
n04201297,a bad photo of  a shoji screen / room divider.,shoji screen / room divider,4,789,1
n04204238,a bad photo of  a shopping basket.,shopping basket,4,790,1
n04204347,a bad photo of  a shopping cart.,shopping cart,4,791,1
n04208210,a bad photo of  a shovel.,shovel,4,792,1
n04209133,a bad photo of  a shower cap.,shower cap,4,793,1
n04209239,a bad photo of  a shower curtain.,shower curtain,4,794,1
n04228054,a bad photo of  a ski.,ski,4,795,1
n04229816,a bad photo of  a balaclava ski mask.,balaclava ski mask,4,796,1
n04235860,a bad photo of  a sleeping bag.,sleeping bag,4,797,1
n04238763,a bad photo of  a slide rule.,slide rule,4,798,1
n04239074,a bad photo of  a sliding door.,sliding door,4,799,1
n04243546,a bad photo of  a slot machine.,slot machine,4,800,1
n04251144,a bad photo of  a snorkel.,snorkel,4,801,1
n04252077,a bad photo of  a snowmobile.,snowmobile,4,802,1
n04252225,a bad photo of  a snowplow.,snowplow,4,803,1
n04254120,a bad photo of  a soap dispenser.,soap dispenser,4,804,1
n04254680,a bad photo of  a soccer ball.,soccer ball,4,805,1
n04254777,a bad photo of  a sock.,sock,4,806,1
n04258138,a bad photo of  a solar thermal collector.,solar thermal collector,4,807,1
n04259630,a bad photo of  a sombrero.,sombrero,4,808,1
n04263257,a bad photo of  a soup bowl.,soup bowl,4,809,1
n04264628,a bad photo of  a keyboard space bar.,keyboard space bar,4,810,1
n04265275,a bad photo of  a space heater.,space heater,4,811,1
n04266014,a bad photo of  a space shuttle.,space shuttle,4,812,1
n04270147,a bad photo of  a spatula.,spatula,4,813,1
n04273569,a bad photo of  a motorboat.,motorboat,4,814,1
n04275548,a bad photo of  a spider web.,spider web,4,815,1
n04277352,a bad photo of  a spindle.,spindle,4,816,1
n04285008,a bad photo of  a sports car.,sports car,4,817,1
n04286575,a bad photo of  a spotlight.,spotlight,4,818,1
n04296562,a bad photo of  a stage.,stage,4,819,1
n04310018,a bad photo of  a steam locomotive.,steam locomotive,4,820,1
n04311004,a bad photo of  a through arch bridge.,through arch bridge,4,821,1
n04311174,a bad photo of  a steel drum.,steel drum,4,822,1
n04317175,a bad photo of  a stethoscope.,stethoscope,4,823,1
n04325704,a bad photo of  a scarf.,scarf,4,824,1
n04326547,a bad photo of  a stone wall.,stone wall,4,825,1
n04328186,a bad photo of  a stopwatch.,stopwatch,4,826,1
n04330267,a bad photo of  a stove.,stove,4,827,1
n04332243,a bad photo of  a strainer.,strainer,4,828,1
n04335435,a bad photo of  a tram.,tram,4,829,1
n04336792,a bad photo of  a stretcher.,stretcher,4,830,1
n04344873,a bad photo of  a couch.,couch,4,831,1
n04346328,a bad photo of  a stupa.,stupa,4,832,1
n04347754,a bad photo of  a submarine.,submarine,4,833,1
n04350905,a bad photo of  a suit.,suit,4,834,1
n04355338,a bad photo of  a sundial.,sundial,4,835,1
n04355933,a bad photo of  a sunglasses.,sunglasses,4,836,1
n04356056,a bad photo of  a sunglasses.,sunglasses,4,837,1
n04357314,a bad photo of  a sunscreen.,sunscreen,4,838,1
n04366367,a bad photo of  a suspension bridge.,suspension bridge,4,839,1
n04367480,a bad photo of  a mop.,mop,4,840,1
n04370456,a bad photo of  a sweatshirt.,sweatshirt,4,841,1
n04371430,a bad photo of  a swim trunks / shorts.,swim trunks / shorts,4,842,1
n04371774,a bad photo of  a swing.,swing,4,843,1
n04372370,a bad photo of  a electrical switch.,electrical switch,4,844,1
n04376876,a bad photo of  a syringe.,syringe,4,845,1
n04380533,a bad photo of  a table lamp,table lamp,4,846,1
n04389033,a bad photo of  a tank.,tank,4,847,1
n04392985,a bad photo of  a tape player.,tape player,4,848,1
n04398044,a bad photo of  a teapot.,teapot,4,849,1
n04399382,a bad photo of  a teddy bear.,teddy bear,4,850,1
n04404412,a bad photo of  a television.,television,4,851,1
n04409515,a bad photo of  a tennis ball.,tennis ball,4,852,1
n04417672,a bad photo of  a thatched roof.,thatched roof,4,853,1
n04418357,a bad photo of  a front curtain.,front curtain,4,854,1
n04423845,a bad photo of  a thimble.,thimble,4,855,1
n04428191,a bad photo of  a threshing machine.,threshing machine,4,856,1
n04429376,a bad photo of  a throne.,throne,4,857,1
n04435653,a bad photo of  a tile roof.,tile roof,4,858,1
n04442312,a bad photo of  a toaster.,toaster,4,859,1
n04443257,a bad photo of  a tobacco shop.,tobacco shop,4,860,1
n04447861,a bad photo of  a toilet seat.,toilet seat,4,861,1
n04456115,a bad photo of  a torch.,torch,4,862,1
n04458633,a bad photo of  a totem pole.,totem pole,4,863,1
n04461696,a bad photo of  a tow truck.,tow truck,4,864,1
n04462240,a bad photo of  a toy store.,toy store,4,865,1
n04465501,a bad photo of  a tractor.,tractor,4,866,1
n04467665,a bad photo of  a semi-trailer truck.,semi-trailer truck,4,867,1
n04476259,a bad photo of  a tray.,tray,4,868,1
n04479046,a bad photo of  a trench coat.,trench coat,4,869,1
n04482393,a bad photo of  a tricycle.,tricycle,4,870,1
n04483307,a bad photo of  a trimaran.,trimaran,4,871,1
n04485082,a bad photo of  a tripod.,tripod,4,872,1
n04486054,a bad photo of  a triumphal arch.,triumphal arch,4,873,1
n04487081,a bad photo of  a trolleybus.,trolleybus,4,874,1
n04487394,a bad photo of  a trombone.,trombone,4,875,1
n04493381,a bad photo of  a hot tub.,hot tub,4,876,1
n04501370,a bad photo of  a turnstile.,turnstile,4,877,1
n04505470,a bad photo of  a typewriter keyboard.,typewriter keyboard,4,878,1
n04507155,a bad photo of  a umbrella.,umbrella,4,879,1
n04509417,a bad photo of  a unicycle.,unicycle,4,880,1
n04515003,a bad photo of  a upright piano.,upright piano,4,881,1
n04517823,a bad photo of  a vacuum cleaner.,vacuum cleaner,4,882,1
n04522168,a bad photo of  a vase.,vase,4,883,1
n04523525,a bad photo of  a vaulted or arched ceiling.,vaulted or arched ceiling,4,884,1
n04525038,a bad photo of  a velvet fabric.,velvet fabric,4,885,1
n04525305,a bad photo of  a vending machine.,vending machine,4,886,1
n04532106,a bad photo of  a vestment.,vestment,4,887,1
n04532670,a bad photo of  a viaduct.,viaduct,4,888,1
n04536866,a bad photo of  a violin.,violin,4,889,1
n04540053,a bad photo of  a volleyball.,volleyball,4,890,1
n04542943,a bad photo of  a waffle iron.,waffle iron,4,891,1
n04548280,a bad photo of  a wall clock.,wall clock,4,892,1
n04548362,a bad photo of  a wallet.,wallet,4,893,1
n04550184,a bad photo of  a wardrobe.,wardrobe,4,894,1
n04552348,a bad photo of  a military aircraft.,military aircraft,4,895,1
n04553703,a bad photo of  a sink.,sink,4,896,1
n04554684,a bad photo of  a washing machine.,washing machine,4,897,1
n04557648,a bad photo of  a water bottle.,water bottle,4,898,1
n04560804,a bad photo of  a water jug.,water jug,4,899,1
n04562935,a bad photo of  a water tower.,water tower,4,900,1
n04579145,a bad photo of  a whiskey jug.,whiskey jug,4,901,1
n04579432,a bad photo of  a whistle.,whistle,4,902,1
n04584207,a bad photo of  a hair wig.,hair wig,4,903,1
n04589890,a bad photo of  a window screen.,window screen,4,904,1
n04590129,a bad photo of  a window shade.,window shade,4,905,1
n04591157,a bad photo of  a Windsor tie.,Windsor tie,4,906,1
n04591713,a bad photo of  a wine bottle.,wine bottle,4,907,1
n04592741,a bad photo of  a airplane wing.,airplane wing,4,908,1
n04596742,a bad photo of  a wok.,wok,4,909,1
n04597913,a bad photo of  a wooden spoon.,wooden spoon,4,910,1
n04599235,a bad photo of  a wool.,wool,4,911,1
n04604644,a bad photo of  a split-rail fence.,split-rail fence,4,912,1
n04606251,a bad photo of  a shipwreck.,shipwreck,4,913,1
n04612504,a bad photo of  a sailboat.,sailboat,4,914,1
n04613696,a bad photo of  a yurt.,yurt,4,915,1
n06359193,a bad photo of  a website.,website,4,916,1
n06596364,a bad photo of  a comic book.,comic book,4,917,1
n06785654,a bad photo of  a crossword.,crossword,4,918,1
n06794110,a bad photo of  a traffic or street sign.,traffic or street sign,4,919,1
n06874185,a bad photo of  a traffic light.,traffic light,4,920,1
n07248320,a bad photo of  a dust jacket.,dust jacket,4,921,1
n07565083,a bad photo of  a menu.,menu,4,922,1
n07579787,a bad photo of  a plate.,plate,4,923,1
n07583066,a bad photo of  a guacamole.,guacamole,4,924,1
n07584110,a bad photo of  a consomme.,consomme,4,925,1
n07590611,a bad photo of  a hot pot.,hot pot,4,926,1
n07613480,a bad photo of  a trifle.,trifle,4,927,1
n07614500,a bad photo of  a ice cream.,ice cream,4,928,1
n07615774,a bad photo of  a popsicle.,popsicle,4,929,1
n07684084,a bad photo of  a baguette.,baguette,4,930,1
n07693725,a bad photo of  a bagel.,bagel,4,931,1
n07695742,a bad photo of  a pretzel.,pretzel,4,932,1
n07697313,a bad photo of  a cheeseburger.,cheeseburger,4,933,1
n07697537,a bad photo of  a hot dog.,hot dog,4,934,1
n07711569,a bad photo of  a mashed potatoes.,mashed potatoes,4,935,1
n07714571,a bad photo of  a cabbage.,cabbage,4,936,1
n07714990,a bad photo of  a broccoli.,broccoli,4,937,1
n07715103,a bad photo of  a cauliflower.,cauliflower,4,938,1
n07716358,a bad photo of  a zucchini.,zucchini,4,939,1
n07716906,a bad photo of  a spaghetti squash.,spaghetti squash,4,940,1
n07717410,a bad photo of  a acorn squash.,acorn squash,4,941,1
n07717556,a bad photo of  a butternut squash.,butternut squash,4,942,1
n07718472,a bad photo of  a cucumber.,cucumber,4,943,1
n07718747,a bad photo of  a artichoke.,artichoke,4,944,1
n07720875,a bad photo of  a bell pepper.,bell pepper,4,945,1
n07730033,a bad photo of  a cardoon.,cardoon,4,946,1
n07734744,a bad photo of  a mushroom.,mushroom,4,947,1
n07742313,a bad photo of  a Granny Smith apple.,Granny Smith apple,4,948,1
n07745940,a bad photo of  a strawberry.,strawberry,4,949,1
n07747607,a bad photo of  a orange.,orange,4,950,1
n07749582,a bad photo of  a lemon.,lemon,4,951,1
n07753113,a bad photo of  a fig.,fig,4,952,1
n07753275,a bad photo of  a pineapple.,pineapple,4,953,1
n07753592,a bad photo of  a banana.,banana,4,954,1
n07754684,a bad photo of  a jackfruit.,jackfruit,4,955,1
n07760859,a bad photo of  a cherimoya (custard apple).,cherimoya (custard apple),4,956,1
n07768694,a bad photo of  a pomegranate.,pomegranate,4,957,1
n07802026,a bad photo of  a hay.,hay,4,958,1
n07831146,a bad photo of  a carbonara.,carbonara,4,959,1
n07836838,a bad photo of  a chocolate syrup.,chocolate syrup,4,960,1
n07860988,a bad photo of  a dough.,dough,4,961,1
n07871810,a bad photo of  a meatloaf.,meatloaf,4,962,1
n07873807,a bad photo of  a pizza.,pizza,4,963,1
n07875152,a bad photo of  a pot pie.,pot pie,4,964,1
n07880968,a bad photo of  a burrito.,burrito,4,965,1
n07892512,a bad photo of  a red wine.,red wine,4,966,1
n07920052,a bad photo of  a espresso.,espresso,4,967,1
n07930864,a bad photo of  a tea cup.,tea cup,4,968,1
n07932039,a bad photo of  a eggnog.,eggnog,4,969,1
n09193705,a bad photo of  a mountain.,mountain,4,970,1
n09229709,a bad photo of  a bubble.,bubble,4,971,1
n09246464,a bad photo of  a cliff.,cliff,4,972,1
n09256479,a bad photo of  a coral reef.,coral reef,4,973,1
n09288635,a bad photo of  a geyser.,geyser,4,974,1
n09332890,a bad photo of  a lakeshore.,lakeshore,4,975,1
n09399592,a bad photo of  a promontory.,promontory,4,976,1
n09421951,a bad photo of  a sandbar.,sandbar,4,977,1
n09428293,a bad photo of  a beach.,beach,4,978,1
n09468604,a bad photo of  a valley.,valley,4,979,1
n09472597,a bad photo of  a volcano.,volcano,4,980,1
n09835506,a bad photo of  a baseball player.,baseball player,4,981,1
n10148035,a bad photo of  a bridegroom.,bridegroom,4,982,1
n10565667,a bad photo of  a scuba diver.,scuba diver,4,983,1
n11879895,a bad photo of  a rapeseed.,rapeseed,4,984,1
n11939491,a bad photo of  a daisy.,daisy,4,985,1
n12057211,a bad photo of  a yellow lady's slipper.,yellow lady's slipper,4,986,1
n12144580,a bad photo of  a corn.,corn,4,987,1
n12267677,a bad photo of  a acorn.,acorn,4,988,1
n12620546,a bad photo of  a rose hip.,rose hip,4,989,1
n12768682,a bad photo of  a horse chestnut seed.,horse chestnut seed,4,990,1
n12985857,a bad photo of  a coral fungus.,coral fungus,4,991,1
n12998815,a bad photo of  a agaric.,agaric,4,992,1
n13037406,a bad photo of  a gyromitra.,gyromitra,4,993,1
n13040303,a bad photo of  a stinkhorn mushroom.,stinkhorn mushroom,4,994,1
n13044778,a bad photo of  a earth star fungus.,earth star fungus,4,995,1
n13052670,a bad photo of  a hen of the woods mushroom.,hen of the woods mushroom,4,996,1
n13054560,a bad photo of  a bolete.,bolete,4,997,1
n13133613,a bad photo of  a corn cob.,corn cob,4,998,1
n15075141,a bad photo of  a toilet paper.,toilet paper,4,999,1
